missed_payments,transaction_dayofweek,age,monthly_income,purchase_amount,repayment_delay_days,debt_to_income_ratio,employment_type_Salaried,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed,product_category_Beauty,product_category_Electronics,product_category_Fashion,product_category_Home,product_category_Sports,default_flag
1,1,42,86779.96,5000.0,14,0.0576169889914676,1,0,0,0,0,0,1,0,0,0
1,0,18,34698.02,5000.0,11,0.1441004414661124,1,0,0,0,0,0,0,1,0,1
1,1,47,54188.2,5000.0,15,0.092271011031922,1,0,0,0,0,0,0,0,1,1
1,1,58,31764.37,4118.36,12,0.1296534450392058,0,0,1,0,0,1,0,0,0,1
0,5,43,39920.94,5000.0,3,0.1252475517861052,1,0,0,0,0,0,1,0,0,1
1,5,25,63118.31,5000.0,16,0.0792163161529515,0,1,0,0,0,0,0,1,0,0
0,6,22,19022.33,3905.2,5,0.2052955657903106,0,1,0,0,0,0,0,1,0,1
0,0,24,5000.0,2135.8,6,0.42716,0,0,1,0,1,0,0,0,0,1
1,1,52,13677.46,5000.0,9,0.3655649513871727,0,0,0,1,0,0,0,1,0,1
1,1,25,14831.21,680.66,14,0.0458937605225736,0,0,0,1,0,0,1,0,0,0
1,2,56,82515.36,5000.0,9,0.0605947789599415,1,0,0,0,0,0,0,0,1,0
2,5,36,54153.79,5000.0,12,0.0923296411940881,1,0,0,0,0,0,1,0,0,0
2,6,33,11765.28,3938.25,13,0.3347349149361511,1,0,0,0,1,0,0,0,0,0
3,3,37,8449.82,2355.0,14,0.2787041617454573,0,0,0,1,0,0,0,1,0,1
2,1,38,82745.06,4079.34,15,0.0493001032327488,0,1,0,0,0,0,1,0,0,0
1,2,36,40594.58,5000.0,13,0.123169152138044,1,0,0,0,0,0,0,0,1,1
1,3,24,44945.68,5000.0,12,0.1112453966654859,1,0,0,0,1,0,0,0,0,0
1,3,25,5000.0,1226.67,13,0.245334,0,0,0,1,0,0,0,0,1,0
1,5,19,10213.67,5000.0,5,0.4895399988446856,0,0,1,0,0,0,0,0,1,0
0,1,19,39446.78,5000.0,3,0.1267530581710345,1,0,0,0,0,1,0,0,0,0
1,4,58,78401.01,5000.0,4,0.0637746886168941,0,1,0,0,0,0,1,0,0,0
1,1,22,34060.34,1432.41,8,0.0420550705013514,1,0,0,0,0,0,0,0,1,1
1,4,54,75485.99,5000.0,15,0.0662374567784035,0,1,0,0,0,0,0,0,1,0
0,3,55,57337.09,5000.0,2,0.0872035884625466,1,0,0,0,0,0,1,0,0,0
1,3,40,40638.13,5000.0,9,0.1230371574676295,0,1,0,0,0,0,0,1,0,0
0,2,59,20109.48,3166.51,1,0.1574635445570945,0,0,1,0,0,1,0,0,0,1
1,1,52,96601.43,100.0,4,0.0010351813632572,0,1,0,0,1,0,0,0,0,0
2,0,54,79300.94,5000.0,10,0.0630509550075951,1,0,0,0,0,0,1,0,0,0
1,6,24,6987.17,2786.06,7,0.3987394037929519,0,0,0,1,0,0,0,0,1,0
2,5,59,74286.23,5000.0,12,0.0673072250402261,0,1,0,0,1,0,0,0,0,0
1,3,44,9577.47,3066.59,8,0.3201878993095254,0,0,0,1,0,0,0,0,1,1
0,2,32,20310.06,5000.0,3,0.2461834184635594,0,0,1,0,1,0,0,0,0,0
1,1,26,6160.69,1186.63,13,0.1926131650837812,0,0,0,1,0,0,1,0,0,1
1,1,35,31556.78,3723.54,16,0.1179949285066473,1,0,0,0,0,1,0,0,0,1
0,6,20,8826.24,2653.17,1,0.3006002556014792,0,0,1,0,0,1,0,0,0,0
2,1,35,15348.81,5000.0,15,0.3257581532379383,0,0,1,0,0,0,0,0,1,0
0,1,29,12194.8,100.0,1,0.0082002164857152,0,0,0,1,0,1,0,0,0,0
0,6,21,9088.5,894.59,1,0.0984309842108158,0,0,0,1,0,0,0,0,1,1
0,6,43,30252.06,3634.26,4,0.1201326455124047,1,0,0,0,1,0,0,0,0,0
1,2,32,11278.4,3911.71,14,0.3468319974464463,0,1,0,0,0,0,1,0,0,0
1,1,58,75160.01,5000.0,9,0.0665247383548778,0,1,0,0,0,0,1,0,0,0
2,6,38,57717.14,5000.0,8,0.0866293790717974,1,0,0,0,0,0,1,0,0,0
1,5,41,37782.46,5000.0,17,0.1323365392301083,1,0,0,0,0,0,0,1,0,1
1,2,34,17624.49,5000.0,6,0.2836961523425642,0,0,1,0,0,0,0,0,1,1
3,5,40,62087.16,5000.0,20,0.0805319489569179,1,0,0,0,0,0,1,0,0,1
3,4,46,78363.05,5000.0,13,0.0638055818399105,0,1,0,0,0,0,0,1,0,1
1,1,21,33669.13,5000.0,4,0.1485039856984721,1,0,0,0,0,0,0,1,0,1
1,6,53,56613.93,5000.0,9,0.0883174865267258,0,1,0,0,1,0,0,0,0,0
1,0,42,62439.76,1436.42,15,0.0230048930361039,1,0,0,0,0,0,0,1,0,0
2,4,33,14693.56,5000.0,13,0.3402851317175688,0,0,0,1,0,0,0,0,1,1
0,4,31,14082.62,5000.0,4,0.3550475692733312,0,1,0,0,0,0,1,0,0,1
0,0,44,26095.96,5000.0,4,0.1916005389339959,0,0,1,0,0,0,0,1,0,1
2,1,37,46534.5,5000.0,18,0.1074471628576647,0,1,0,0,0,1,0,0,0,1
2,5,28,12429.7,4892.7,12,0.3936297738481218,0,0,0,1,0,1,0,0,0,1
1,3,31,7942.21,1556.37,19,0.1959618292641468,0,0,0,1,0,0,0,1,0,0
1,0,29,71503.02,5000.0,18,0.0699271163651549,0,1,0,0,0,0,0,1,0,0
1,3,18,56230.43,5000.0,16,0.0889198250840336,1,0,0,0,0,1,0,0,0,1
1,5,35,10130.86,4357.4,15,0.4301115601242145,0,0,0,1,0,0,1,0,0,1
1,6,41,49920.14,5000.0,4,0.1001599755128891,1,0,0,0,0,1,0,0,0,1
0,4,42,6355.21,100.0,1,0.015735121262712,0,0,0,1,0,0,1,0,0,1
1,2,58,16717.45,5000.0,6,0.2990886768017849,0,0,1,0,0,1,0,0,0,0
0,2,35,48883.63,5000.0,0,0.1022837297475658,0,1,0,0,0,0,0,1,0,0
0,5,43,7769.49,3905.98,0,0.5027331266273591,0,0,1,0,1,0,0,0,0,0
1,5,28,6706.65,2403.32,20,0.3583488030536855,0,0,0,1,0,0,1,0,0,1
0,5,49,19244.32,4777.33,0,0.2482462357724253,0,1,0,0,0,1,0,0,0,0
0,6,52,25743.92,5000.0,3,0.194220615974568,0,0,1,0,0,0,0,0,1,1
0,3,34,77667.66,5000.0,0,0.064376859042747,1,0,0,0,0,0,0,1,0,0
1,6,41,46346.58,5000.0,10,0.1078828254425677,1,0,0,0,0,0,0,0,1,1
2,1,20,11141.53,3147.66,13,0.2825159560670751,0,0,0,1,1,0,0,0,0,0
0,0,37,52891.59,5000.0,0,0.0945329871913474,0,1,0,0,0,0,0,1,0,0
0,0,58,79845.47,5000.0,4,0.06262096021227,1,0,0,0,0,0,1,0,0,0
0,1,57,70769.63,5000.0,4,0.070651775344876,0,1,0,0,1,0,0,0,0,0
1,5,35,35058.55,5000.0,10,0.1426185623763675,1,0,0,0,1,0,0,0,0,0
1,0,29,5000.0,1545.33,11,0.309066,0,0,0,1,1,0,0,0,0,0
0,0,53,38081.86,100.0,2,0.0026259221582139,1,0,0,0,0,0,1,0,0,1
0,2,40,10102.26,2398.9,1,0.2374617164872018,0,0,1,0,0,0,0,0,1,0
2,0,27,9900.56,2128.27,13,0.2149646080625742,0,0,0,1,0,1,0,0,0,0
1,4,24,11667.92,4012.82,23,0.3439190532674204,0,0,0,1,0,1,0,0,0,1
0,1,25,13025.28,3940.75,1,0.3025462792354559,0,0,1,0,1,0,0,0,0,0
3,6,30,74918.64,5000.0,12,0.0667390652046006,0,1,0,0,1,0,0,0,0,0
1,4,50,71465.11,1746.66,1,0.0244407375850957,1,0,0,0,0,0,0,0,1,0
0,1,33,74702.64,5000.0,4,0.066932038814157,0,1,0,0,1,0,0,0,0,0
1,6,32,9482.76,3401.2,12,0.3586719478295348,0,0,0,1,0,0,0,0,1,1
0,3,34,5000.0,1478.53,1,0.2957059999999999,0,0,0,1,0,0,0,1,0,0
0,3,36,70313.67,5000.0,1,0.0711099278419118,0,1,0,0,0,0,0,0,1,0
1,3,42,5552.74,1997.07,15,0.3596548730896818,0,0,0,1,0,1,0,0,0,0
0,2,25,13450.51,2617.86,0,0.1946290512404362,0,0,1,0,0,1,0,0,0,1
0,4,25,33399.09,3986.26,4,0.1193523536120295,1,0,0,0,0,0,0,0,1,0
2,1,30,12494.41,2169.35,9,0.1736256453886177,0,0,0,1,0,0,0,0,1,0
3,6,59,65751.42,5000.0,20,0.0760439850576611,0,1,0,0,0,0,0,1,0,0
3,6,48,5927.92,1219.48,16,0.2057180258842899,0,0,1,0,0,0,0,0,1,1
1,0,43,81121.96,5000.0,13,0.061635591644975,1,0,0,0,1,0,0,0,0,0
1,6,43,7998.45,1493.64,13,0.1867411811038389,0,0,1,0,0,0,0,0,1,1
1,0,49,15992.12,4918.79,11,0.3075758561091337,0,0,1,0,0,1,0,0,0,1
1,5,57,71502.41,5000.0,6,0.0699277129260398,0,1,0,0,0,0,0,0,1,0
2,0,49,88996.06,5000.0,17,0.0561822624507197,0,1,0,0,0,0,0,0,1,0
2,4,37,10418.1,4860.95,12,0.4665869976291262,0,0,0,1,1,0,0,0,0,0
2,6,24,5000.0,1110.78,14,0.222156,0,0,0,1,0,1,0,0,0,1
0,0,43,21787.64,2305.55,0,0.1058191708693553,0,0,1,0,0,0,0,1,0,1
1,6,26,65785.54,2303.85,9,0.0350206139525494,0,1,0,0,0,1,0,0,0,0
0,3,29,14789.29,4384.32,3,0.2964523651912972,0,0,1,0,0,0,0,1,0,0
0,0,32,12352.31,3180.26,1,0.2574627741693659,0,0,0,1,0,0,0,1,0,1
0,6,56,50484.28,5000.0,0,0.0990407310949071,0,1,0,0,0,1,0,0,0,0
3,6,26,16737.99,5000.0,11,0.2987216505685569,0,0,1,0,1,0,0,0,0,1
1,0,41,20779.12,4768.2,16,0.2294707379330789,0,0,1,0,0,0,1,0,0,1
2,6,28,16518.64,5000.0,20,0.3026883569107384,0,0,1,0,0,1,0,0,0,1
1,2,24,48373.34,5000.0,16,0.1033627200437265,1,0,0,0,0,1,0,0,0,1
0,4,45,10792.55,3837.25,2,0.3555461869530371,0,0,0,1,0,0,0,0,1,0
1,2,43,75912.5,5000.0,6,0.065865305450354,0,1,0,0,0,0,0,1,0,0
1,4,26,8980.71,126.62,0,0.0140991079769862,0,0,1,0,1,0,0,0,0,0
1,3,36,16987.77,5000.0,17,0.2943293910854691,0,0,1,0,0,1,0,0,0,1
0,4,46,27181.56,5000.0,2,0.1839482354949458,0,1,0,0,0,1,0,0,0,0
0,6,59,14418.61,2483.35,1,0.1722322748170593,0,0,1,0,0,0,0,1,0,0
0,6,43,23916.56,5000.0,0,0.2090601658432483,0,0,0,1,1,0,0,0,0,0
0,3,49,14579.15,5000.0,0,0.342955522098339,0,0,1,0,0,0,1,0,0,1
1,4,19,10329.24,3028.35,6,0.2931822670399758,0,0,0,1,1,0,0,0,0,0
0,1,39,11920.11,3506.9,1,0.2942003051985258,0,0,0,1,0,0,0,1,0,0
1,2,24,32326.12,5000.0,14,0.1546736818399486,1,0,0,0,0,1,0,0,0,0
1,0,35,17394.02,5000.0,10,0.287455113883967,0,0,1,0,1,0,0,0,0,0
1,5,46,54637.34,5000.0,13,0.0915125077465337,1,0,0,0,0,1,0,0,0,0
0,2,20,28030.53,5000.0,2,0.1783769340073127,1,0,0,0,0,0,0,1,0,1
4,6,52,14662.69,2873.32,18,0.1959613140562884,0,0,1,0,0,0,1,0,0,1
3,2,22,5967.94,1529.77,14,0.2563313304088178,0,0,0,1,1,0,0,0,0,1
1,3,43,74360.09,5000.0,17,0.0672403704729243,1,0,0,0,1,0,0,0,0,0
0,6,55,47354.61,5000.0,0,0.1055863410130502,0,1,0,0,0,1,0,0,0,0
3,2,46,68624.14,5000.0,23,0.0728606580716348,1,0,0,0,0,0,0,1,0,1
1,0,24,7125.21,1968.9,20,0.2763286976804894,0,0,0,1,0,0,0,0,1,1
3,2,41,87997.02,5000.0,14,0.0568201059535879,0,1,0,0,0,0,0,1,0,0
1,2,55,29071.83,5000.0,15,0.1719877971218186,1,0,0,0,0,0,0,1,0,0
1,5,49,12813.65,2897.59,12,0.2261330690318527,0,0,1,0,0,0,1,0,0,1
2,6,56,99674.59,5000.0,7,0.0501632361868757,1,0,0,0,0,1,0,0,0,0
0,5,28,11358.28,4744.13,3,0.4176803177945956,0,0,0,1,0,0,0,1,0,0
1,0,22,7067.87,1786.88,17,0.2528173268608506,0,0,0,1,0,1,0,0,0,0
2,2,22,47232.22,5000.0,8,0.105859940523651,1,0,0,0,1,0,0,0,0,1
0,0,39,48211.31,5000.0,5,0.1037101045377111,1,0,0,0,0,1,0,0,0,0
3,0,47,22268.93,5000.0,14,0.2245280756641652,0,0,1,0,0,0,1,0,0,1
1,6,52,12787.4,2572.9,17,0.2012058745327432,0,0,1,0,0,0,0,1,0,0
2,4,34,37973.23,5000.0,16,0.1316717066206904,1,0,0,0,0,0,1,0,0,1
2,2,31,11879.66,4039.23,6,0.3400122562430238,0,0,1,0,0,1,0,0,0,0
2,6,28,21133.3,5000.0,17,0.2365934331126705,0,0,1,0,0,0,0,1,0,1
2,4,19,5000.0,217.02,13,0.043404,0,0,0,1,0,0,0,0,1,0
2,0,27,41977.31,5000.0,22,0.1191119678702613,1,0,0,0,0,0,0,0,1,1
0,5,58,40755.36,5000.0,1,0.1226832495161372,0,1,0,0,0,0,1,0,0,0
3,4,35,43266.19,5000.0,12,0.1155636768571487,1,0,0,0,0,0,0,0,1,1
2,0,57,19187.01,5000.0,9,0.2605929741007067,0,0,0,1,0,0,0,1,0,1
2,6,49,62654.07,5000.0,11,0.0798032753498695,0,1,0,0,0,1,0,0,0,0
4,1,36,17502.25,5000.0,23,0.285677555742833,0,0,1,0,0,0,0,0,1,1
1,0,36,10573.09,2734.39,4,0.2586178685701152,0,0,0,1,0,0,1,0,0,1
1,5,36,9915.96,4764.78,4,0.4805162586375903,0,0,0,1,0,0,0,1,0,1
2,4,33,64296.55,5000.0,13,0.0777646701106046,1,0,0,0,1,0,0,0,0,0
0,0,23,7264.91,1933.15,3,0.2660941429418947,0,0,0,1,0,0,0,0,1,0
1,5,24,6675.45,954.57,14,0.1429971013190122,0,0,0,1,0,0,0,1,0,0
0,3,47,98006.82,5000.0,4,0.0510168578064261,0,1,0,0,0,1,0,0,0,0
1,1,57,50134.81,5000.0,19,0.0997311049947132,1,0,0,0,0,1,0,0,0,0
2,0,47,48917.92,5000.0,4,0.1022120319097786,1,0,0,0,0,0,0,0,1,0
1,0,23,7043.58,1007.8,19,0.1430806493288924,0,0,0,1,0,0,1,0,0,1
1,5,41,50814.25,5000.0,3,0.0983975951627742,1,0,0,0,0,0,0,0,1,0
1,2,45,80844.65,5000.0,3,0.0618470115214797,1,0,0,0,0,0,0,0,1,0
0,2,25,8422.66,1266.77,0,0.1504002298561262,0,0,0,1,0,0,0,0,1,0
1,1,52,18547.26,5000.0,8,0.2695815985757465,0,0,1,0,0,0,0,1,0,0
0,1,50,13579.71,2840.75,4,0.2091907706423775,0,0,0,1,0,0,0,1,0,1
1,5,33,5503.58,2664.81,5,0.4841957416808695,0,0,1,0,0,0,0,0,1,0
1,3,39,15997.75,5000.0,17,0.3125439514931787,0,0,1,0,0,0,1,0,0,0
1,5,55,25622.8,5000.0,14,0.1951387045912234,0,0,1,0,1,0,0,0,0,0
0,4,56,56894.71,5000.0,2,0.0878816325806037,1,0,0,0,0,1,0,0,0,0
0,5,58,68762.33,261.67,0,0.0038054266049448,1,0,0,0,0,0,1,0,0,0
0,0,27,10779.32,2862.32,0,0.2655380858903901,0,0,1,0,0,0,0,0,1,1
1,2,56,39196.18,5000.0,17,0.1275634513363292,1,0,0,0,0,1,0,0,0,1
0,1,56,81279.2,5000.0,1,0.0615163535074164,0,1,0,0,0,0,0,1,0,0
0,0,19,7475.25,1571.1,2,0.2101735727902076,0,0,1,0,0,0,1,0,0,0
0,0,53,97083.85,5000.0,0,0.0515018718355318,1,0,0,0,0,0,0,1,0,0
3,1,29,11375.32,5000.0,19,0.4395480742519771,0,0,0,1,0,0,0,1,0,1
1,2,39,39830.43,5000.0,2,0.1255321622186855,1,0,0,0,0,0,0,1,0,0
1,6,47,11097.46,4451.42,9,0.401120616789788,0,0,0,1,0,0,0,1,0,0
2,1,28,54878.31,5000.0,11,0.0911106774242865,0,1,0,0,0,0,0,1,0,0
1,5,59,29934.38,4731.05,9,0.1580473689450057,0,0,1,0,1,0,0,0,0,0
1,6,36,69977.6,5000.0,15,0.0714514358880556,1,0,0,0,1,0,0,0,0,0
0,5,54,12928.22,3215.01,1,0.2486815663718594,0,0,0,1,0,1,0,0,0,0
2,1,52,86118.75,5000.0,17,0.0580593657014297,0,1,0,0,0,0,1,0,0,1
0,2,26,49573.47,5000.0,4,0.1008603997259017,0,1,0,0,1,0,0,0,0,1
1,5,41,24870.03,4917.01,22,0.1977082456273675,0,0,1,0,0,0,1,0,0,0
0,3,42,23982.16,5000.0,4,0.2084883096435016,0,0,1,0,0,0,0,1,0,1
0,5,34,14610.69,2886.68,2,0.1975731467849909,0,0,0,1,0,0,1,0,0,0
0,5,57,57488.02,5000.0,3,0.0869746427168651,1,0,0,0,0,0,0,1,0,1
2,6,52,13033.16,3157.37,6,0.2422566745133183,0,0,1,0,1,0,0,0,0,0
0,6,46,13316.2,5000.0,3,0.3754824950060828,0,0,1,0,0,0,0,1,0,1
0,2,30,11742.0,5000.0,0,0.4258218361437574,0,0,1,0,0,0,1,0,0,0
0,6,27,9365.72,3671.98,2,0.3920659596912998,0,0,0,1,0,0,0,1,0,1
1,3,48,5000.0,1572.35,13,0.3144699999999999,0,0,0,1,0,1,0,0,0,0
0,0,55,16281.4,5000.0,7,0.3070988981291535,0,0,0,1,0,1,0,0,0,0
1,0,52,57879.33,5000.0,10,0.0863866254153253,1,0,0,0,0,0,1,0,0,0
0,3,35,62251.0,5000.0,1,0.0803199948595203,1,0,0,0,0,0,0,0,1,0
0,6,31,13527.62,3554.98,1,0.2627941943963535,0,0,0,1,0,1,0,0,0,1
1,2,30,18881.14,5000.0,6,0.2648145186148717,0,0,1,0,0,0,1,0,0,1
0,3,31,48639.49,5000.0,1,0.1027971304797809,1,0,0,0,0,1,0,0,0,0
2,3,20,43988.37,217.29,9,0.0049397147473298,0,1,0,0,0,0,0,1,0,0
3,5,52,88835.87,5000.0,16,0.0562835710394911,0,1,0,0,0,0,0,0,1,1
0,0,21,37007.74,5000.0,0,0.1351068722380777,1,0,0,0,0,0,0,1,0,0
2,3,34,11367.59,1637.4,1,0.1440410852256283,0,0,0,1,1,0,0,0,0,1
0,3,47,113905.9,5000.0,1,0.0438958824784317,0,1,0,0,0,0,0,1,0,0
0,2,30,81796.95,5000.0,0,0.0611269735607501,0,1,0,0,0,1,0,0,0,0
0,5,34,8894.08,3146.17,3,0.3537375422753112,0,0,1,0,0,0,0,1,0,0
2,0,41,12033.44,2044.04,19,0.1698633142310096,0,0,0,1,0,0,0,1,0,1
1,1,40,9024.39,2682.62,17,0.2972633053314407,0,0,0,1,0,0,0,1,0,1
1,0,28,48270.6,5000.0,11,0.1035827190878091,1,0,0,0,0,0,1,0,0,1
2,6,41,20688.81,5000.0,11,0.241676539153291,0,0,0,1,0,1,0,0,0,0
1,5,27,5993.33,1869.77,6,0.3119751457036405,0,0,0,1,0,1,0,0,0,1
2,1,39,11072.13,2774.57,11,0.2505904464633273,0,0,0,1,0,0,0,1,0,1
1,5,36,12679.16,5000.0,11,0.3943478905542638,0,0,0,1,0,1,0,0,0,1
1,1,58,5605.61,1734.5,4,0.3094221681494075,0,0,0,1,1,0,0,0,0,0
1,1,23,10489.87,3042.06,14,0.289999780740848,0,0,1,0,0,0,0,1,0,0
2,5,58,39529.97,5000.0,7,0.126486308995428,1,0,0,0,0,0,0,1,0,0
1,3,40,12048.78,2538.56,5,0.2106902109591178,0,0,0,1,0,0,1,0,0,1
1,5,45,10994.34,1497.13,12,0.1361727943651006,0,0,1,0,0,0,0,0,1,0
1,5,39,8840.71,4689.38,4,0.5304302482492923,0,0,0,1,0,0,0,0,1,0
4,6,32,48218.55,5000.0,26,0.1036945324983849,0,1,0,0,1,0,0,0,0,1
2,4,51,16771.09,5000.0,18,0.2981320832456328,0,0,1,0,0,1,0,0,0,1
0,4,38,13085.16,3237.57,1,0.2474230349495153,0,0,1,0,0,1,0,0,0,1
0,4,59,19707.07,5000.0,2,0.2537160521579311,0,0,1,0,1,0,0,0,0,0
1,2,20,39205.32,5000.0,19,0.1275337122614992,1,0,0,0,1,0,0,0,0,1
1,4,25,8942.36,1622.75,7,0.1814677557154934,0,0,0,1,0,0,1,0,0,0
2,6,42,74926.58,5000.0,25,0.0667319928388563,0,1,0,0,0,0,0,1,0,0
1,3,40,32283.09,5000.0,12,0.1548798457644544,1,0,0,0,0,0,0,1,0,0
1,4,53,10245.89,4695.46,14,0.4582774166031453,0,0,0,1,0,0,0,1,0,0
1,1,53,40673.6,3634.76,11,0.0893641084143031,1,0,0,0,0,1,0,0,0,0
1,1,48,89963.52,5000.0,14,0.0555780832052814,0,1,0,0,1,0,0,0,0,0
0,1,36,56061.76,1793.11,3,0.0319845470424046,0,1,0,0,0,1,0,0,0,0
1,1,33,58366.35,5000.0,11,0.0856657988721241,1,0,0,0,1,0,0,0,0,1
0,1,46,45807.42,5000.0,2,0.109152621998794,0,1,0,0,1,0,0,0,0,1
0,2,35,25816.15,1702.06,1,0.0659300476639622,1,0,0,0,0,0,0,0,1,0
2,0,18,43475.07,5000.0,11,0.115008440469446,0,1,0,0,0,0,1,0,0,0
1,5,19,21765.46,5000.0,10,0.2297217701808278,1,0,0,0,0,0,1,0,0,0
1,2,50,11685.3,4587.21,18,0.3925624502580165,0,0,0,1,0,0,0,1,0,0
0,4,50,7878.37,3893.63,1,0.4942177125471386,0,0,0,1,0,1,0,0,0,1
0,4,24,7682.92,2258.07,5,0.2939077850608883,0,0,1,0,0,0,0,1,0,1
0,1,19,49156.99,5000.0,3,0.1017149341324601,0,1,0,0,0,0,0,0,1,0
3,0,53,84462.56,5000.0,17,0.0591978268240981,0,1,0,0,0,1,0,0,0,1
3,4,51,5000.0,1768.64,14,0.353728,0,0,0,1,0,0,0,1,0,0
0,3,44,53396.46,5000.0,4,0.0936391663417387,0,1,0,0,0,1,0,0,0,1
1,1,21,13852.79,4674.03,6,0.3374071215978874,0,0,1,0,0,0,0,1,0,0
0,6,29,54596.99,4347.04,1,0.0796205065517348,0,1,0,0,0,0,0,0,1,1
0,1,40,10907.68,496.94,3,0.0455587255951769,0,0,1,0,0,0,0,1,0,0
3,1,55,17299.4,5000.0,12,0.2890273651109287,0,0,0,1,0,0,1,0,0,1
1,3,41,70169.76,5000.0,10,0.071255766016586,1,0,0,0,0,0,0,0,1,0
0,5,19,57349.38,5000.0,0,0.087184900691167,0,1,0,0,0,1,0,0,0,0
0,1,38,8485.98,4066.83,1,0.4792410540680039,0,0,1,0,1,0,0,0,0,1
0,6,55,13280.28,5000.0,0,0.3764980858837313,0,0,0,1,0,0,1,0,0,1
1,3,19,22242.19,5000.0,10,0.2247980077501361,1,0,0,0,0,1,0,0,0,1
3,6,23,12334.0,4829.2,24,0.3915355926706664,0,0,0,1,0,0,0,0,1,1
2,0,40,13826.34,1104.94,21,0.0799155814192331,0,0,1,0,0,1,0,0,0,1
1,6,34,5000.0,1879.0,14,0.3758,0,0,0,1,0,0,0,0,1,0
0,4,59,10937.8,4068.51,0,0.3719678545959882,0,0,0,1,0,0,0,0,1,0
0,1,52,24012.51,5000.0,2,0.2082247961583358,0,0,1,0,0,0,1,0,0,0
2,1,24,13833.21,4277.95,12,0.3092521547782474,0,0,1,0,0,0,0,1,0,0
2,1,53,26742.14,5000.0,17,0.1869708258202223,0,0,1,0,0,0,0,0,1,0
0,2,31,40264.5,5000.0,5,0.124178867240373,0,1,0,0,0,0,1,0,0,0
2,1,42,10343.5,3735.78,18,0.3611717503746314,0,0,0,1,0,0,0,0,1,1
3,6,28,41354.16,5000.0,16,0.1209068204988325,1,0,0,0,0,0,0,1,0,1
2,2,18,27424.78,5000.0,6,0.1823168681754238,1,0,0,0,0,0,0,0,1,0
1,0,55,6993.03,1628.89,13,0.2329305036586429,0,0,0,1,1,0,0,0,0,1
2,1,28,55476.95,5000.0,13,0.0901275214300714,1,0,0,0,1,0,0,0,0,0
1,2,51,13083.37,803.04,14,0.0613786814864977,0,0,1,0,0,0,1,0,0,0
1,1,57,13305.06,5000.0,8,0.3757968772782686,0,0,0,1,1,0,0,0,0,1
2,6,41,87404.39,5000.0,13,0.0572053646275661,0,1,0,0,0,1,0,0,0,0
1,0,33,62880.2,5000.0,6,0.0795162865258062,1,0,0,0,0,1,0,0,0,0
0,1,52,22011.02,4261.8,2,0.1936211952013128,0,0,0,1,0,1,0,0,0,0
1,0,50,22211.18,4765.86,14,0.214570319992004,0,0,1,0,0,0,0,0,1,0
0,3,56,29601.63,3681.3,2,0.1243613949637232,0,1,0,0,0,0,0,1,0,0
2,4,27,36998.14,5000.0,18,0.1351419287564185,1,0,0,0,0,0,0,0,1,1
1,5,45,21876.04,5000.0,18,0.2285605621492738,0,0,1,0,0,0,0,0,1,1
2,6,32,13068.37,2086.97,9,0.1596962742866937,0,0,1,0,1,0,0,0,0,1
0,3,31,11695.79,5000.0,3,0.4275042558048665,0,0,1,0,1,0,0,0,0,0
1,3,22,47749.1,5000.0,13,0.1047140155521255,1,0,0,0,1,0,0,0,0,0
0,5,49,22808.14,3583.39,1,0.15711013699495,0,0,1,0,0,0,1,0,0,0
1,1,44,81940.02,5000.0,23,0.0610202438320127,1,0,0,0,0,0,1,0,0,0
3,0,32,13564.46,2451.13,18,0.1807023648563968,0,0,0,1,0,1,0,0,0,1
0,2,22,6255.8,2272.84,3,0.3633172415997954,1,0,0,0,0,0,0,0,1,0
0,0,18,40518.04,5000.0,0,0.1234018229904506,0,1,0,0,0,1,0,0,0,1
0,0,31,21146.91,5000.0,0,0.236441163271608,0,0,1,0,0,0,1,0,0,0
2,2,52,125986.5,5000.0,9,0.0396867918388081,0,1,0,0,0,1,0,0,0,0
3,6,34,23114.38,5000.0,12,0.2163155576744866,0,0,1,0,1,0,0,0,0,1
1,3,59,20660.87,5000.0,13,0.2420033619107036,0,0,0,1,1,0,0,0,0,0
0,1,35,13212.73,1917.86,0,0.1451524401088949,0,0,0,1,1,0,0,0,0,0
0,1,34,5000.0,1367.64,1,0.273528,0,0,0,1,0,0,0,0,1,0
0,1,44,40545.32,5000.0,0,0.1233187948695435,1,0,0,0,0,0,1,0,0,0
1,2,47,31963.03,5000.0,8,0.1564307263735634,0,0,1,0,1,0,0,0,0,1
0,4,26,12783.12,1704.51,0,0.133340686780692,0,0,1,0,0,1,0,0,0,1
0,3,51,49477.51,5000.0,1,0.101056015147084,1,0,0,0,0,0,1,0,0,0
0,0,39,11614.1,4972.77,0,0.4281666250505851,0,0,0,1,0,0,0,0,1,0
1,6,18,28802.9,5000.0,13,0.1735936311968586,1,0,0,0,0,1,0,0,0,0
0,0,46,10707.95,4185.25,2,0.3908544586031873,0,0,1,0,0,0,0,1,0,1
2,2,54,69753.09,5000.0,10,0.0716814122499806,0,1,0,0,0,1,0,0,0,0
5,5,42,20000.41,5000.0,20,0.2499948751050603,1,0,0,0,0,0,1,0,0,1
0,5,47,17620.49,5000.0,0,0.2837605537643958,0,0,1,0,1,0,0,0,0,0
0,6,24,36252.13,5000.0,4,0.1379229303216114,0,1,0,0,0,1,0,0,0,1
1,1,45,65002.57,5000.0,16,0.0769200356232069,0,1,0,0,0,1,0,0,0,1
